,place,avg_cost_per_day,trip_duration,popularity_High,popularity_Medium,popularity_Offbeat,popularity_Very High,adventure,beach,bird-watching,boating,camping,canyon,caves,culture,desert,food,forest,heritage,history,islands,lakes,luxury,mountains,nature,nightlife,offbeat,paragliding,peaceful,rafting,river,romantic,safari,skiing,spiritual,trekking,water-sports,waterfalls,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep,couple,family,friends,solo,total_cost_log,region_Africa,region_Europe,region_Middle East,region_North America,region_Oceania,region_South Asia,region_Southeast Asia,region_nan,climate_Alpine,climate_Cold,climate_Continental,climate_Dry,climate_Highland,climate_Mediterranean,climate_Subtropical,climate_Temperate,climate_Tropical,climate_nan
844,pamir highway,-0.5000198046980691,3.875357446419395,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0.9925852746176869,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
845,ashgabat,-0.2735028312115413,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,-0.4758142779007483,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
846,dubai,0.4060480892480422,0.9502927557764971,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1.0312310184889757,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
847,abu dhabi,0.17953111576151437,-0.0247288077711355,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0.4750072927622153,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
848,istanbul,-0.04698585772501346,0.9502927557764971,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0.6864718951470286,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
849,cappadocia,-0.04698585772501346,-0.0247288077711355,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0.29183050641794656,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
850,jerusalem,0.17953111576151437,-0.0247288077711355,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0.4750072927622153,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
851,petra,-0.04698585772501346,-0.9997503713187681,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,-0.2643660039928396,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
852,dead sea,0.17953111576151437,-0.9997503713187681,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,-0.0811973819598993,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
853,tokyo,0.17953111576151437,1.9253143193241298,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1.175768592935841,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
854,kyoto,-0.04698585772501346,0.9502927557764971,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0.6864718951470286,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
855,seoul,-0.04698585772501346,0.9502927557764971,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0.6864718951470286,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
856,beijing,-0.2735028312115413,0.9502927557764971,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0.4750072927622153,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
857,shanghai,-0.04698585772501346,-0.0247288077711355,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0.29183050641794656,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
858,osaka,0.17953111576151437,-0.0247288077711355,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0.4750072927622153,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
859,nara,-0.04698585772501346,-0.9997503713187681,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,-0.2643660039928396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
860,hiroshima,-0.04698585772501346,-0.9997503713187681,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,-0.2643660039928396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
861,miyajima,-0.04698585772501346,-1.9747719348664006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,-1.2151059410166662,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
862,sapporo,0.08892432636690323,-0.0247288077711355,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0.40464350119680087,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
863,niseko,0.63256506273457,1.9253143193241298,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1.4818878513803413,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
864,okinawa (naha),-0.04698585772501346,0.9502927557764971,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0.6864718951470286,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
865,hakone,0.4060480892480422,-0.9997503713187681,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0.08037134713951817,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
866,takayama,-0.04698585772501346,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,-0.2643660039928396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
867,nikko,-0.04698585772501346,-0.9997503713187681,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,-0.2643660039928396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
868,kanazawa,-0.04698585772501346,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,-0.2643660039928396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
869,koyasan,0.17953111576151437,-1.9747719348664006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,-1.0319618075451535,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
870,fukuoka,-0.04698585772501346,-0.9997503713187681,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,-0.2643660039928396,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
871,busan,-0.18289604181693014,-0.0247288077711355,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0.1689028946193354,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
872,jeju island,-0.04698585772501346,0.9502927557764971,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0.6864718951470286,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
873,gyeongju,-0.2735028312115413,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,-0.4758142779007483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
874,jeonju,-0.2735028312115413,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,-0.4758142779007483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
875,xi'an,-0.3641096206061524,-0.0247288077711355,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,-0.014269809478160596,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
876,chengdu,-0.3641096206061524,-0.0247288077711355,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,-0.014269809478160596,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
877,guilin & yangshuo,-0.5000198046980691,0.9502927557764971,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0.22490130106810993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
878,zhangjiajie,-0.2735028312115413,-0.0247288077711355,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0.08037134713951817,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
879,lhasa,-0.04698585772501346,0.9502927557764971,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0.6864718951470286,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
880,hong kong,0.17953111576151437,0.9502927557764971,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0.8696527639203042,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
881,lijiang,-0.3641096206061524,-0.0247288077711355,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,-0.014269809478160596,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
882,huangshan,-0.2735028312115413,-0.9997503713187681,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,-0.4758142779007483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
883,hangzhou,-0.2735028312115413,-0.9997503713187681,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,-0.4758142779007483,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
884,taipei,-0.2735028312115413,0.9502927557764971,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0.4750072927622153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
885,taroko gorge,-0.3641096206061524,-0.9997503713187681,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,-0.5704499919951291,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
886,sun moon lake,-0.2735028312115413,-0.9997503713187681,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,-0.4758142779007483,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
887,jiufen,-0.3641096206061524,-1.9747719348664006,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,-1.5211409558306086,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
888,ulaanbaatar,-0.7265367781845969,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,-1.0319618075451535,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
889,gobi desert,-0.5000198046980691,0.9502927557764971,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0.22490130106810993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
890,tashkent,-0.7265367781845969,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,-1.0319618075451535,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
891,bishkek,-0.817143567579208,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,-1.176468904743978,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
892,karakol,-0.817143567579208,-0.0247288077711355,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,-0.6203340723893579,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
893,astana,-0.5000198046980691,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-0.725897410706738,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
894,charyn canyon,-0.7265367781845969,-1.9747719348664006,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,-1.9825548407389266,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
895,dushanbe,-0.7265367781845969,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,-1.0319618075451535,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
896,fann mountains,-0.6359299887899857,1.9253143193241298,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0.35564586501431683,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
897,tbilisi,-0.5000198046980691,-0.0247288077711355,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,-0.1697270244596284,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
898,kazbegi,-0.5000198046980691,-0.9997503713187681,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,-0.725897410706738,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
899,batumi,-0.3641096206061524,-0.0247288077711355,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,-0.014269809478160596,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
900,yerevan,-0.6359299887899857,-0.0247288077711355,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,-0.3450780264474868,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
901,lake sevan,-0.7265367781845969,-0.9997503713187681,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,-1.0319618075451535,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
902,baku,-0.2735028312115413,-0.0247288077711355,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0.08037134713951817,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
903,antalya,-0.04698585772501346,0.9502927557764971,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0.6864718951470286,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
904,bodrum,0.17953111576151437,-0.0247288077711355,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0.4750072927622153,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
905,pamukkale,-0.2735028312115413,-1.9747719348664006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,-1.4265215655494927,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
906,ephesus (selcuk),-0.2735028312115413,-1.9747719348664006,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,-1.4265215655494927,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
907,fethiye,-0.2735028312115413,-0.0247288077711355,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0.08037134713951817,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
908,oludeniz,-0.04698585772501346,-0.0247288077711355,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0.29183050641794656,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
909,kas,-0.04698585772501346,-0.0247288077711355,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0.29183050641794656,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
910,ankara,-0.2735028312115413,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,-0.4758142779007483,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
911,tel aviv,0.4060480892480422,-0.0247288077711355,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0.6365823720495318,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
912,eilat,0.17953111576151437,-0.0247288077711355,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0.4750072927622153,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
913,haifa,0.17953111576151437,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,-0.0811973819598993,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
914,wadi rum,-0.04698585772501346,-0.9997503713187681,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,-0.2643660039928396,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
915,amman,-0.2735028312115413,-0.9997503713187681,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,-0.4758142779007483,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
916,aqaba,-0.04698585772501346,-0.9997503713187681,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,-0.2643660039928396,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
917,muscat,-0.04698585772501346,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,-0.2643660039928396,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
918,wahiba sands,-0.04698585772501346,-1.9747719348664006,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,-1.2151059410166662,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
919,nizwa,-0.2735028312115413,-1.9747719348664006,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,-1.4265215655494927,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
920,salalah,-0.04698585772501346,-0.0247288077711355,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0.29183050641794656,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
921,doha,0.17953111576151437,-0.9997503713187681,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,-0.0811973819598993,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
