,place,avg_cost_per_day,trip_duration,popularity_High,popularity_Medium,popularity_Offbeat,popularity_Very High,adventure,beach,bird-watching,boating,camping,canyon,caves,culture,desert,food,forest,heritage,history,islands,lakes,luxury,mountains,nature,nightlife,offbeat,paragliding,peaceful,rafting,river,romantic,safari,skiing,spiritual,trekking,water-sports,waterfalls,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep,couple,family,friends,solo,total_cost_log,region_Africa,region_Europe,region_Middle East,region_North America,region_Oceania,region_South Asia,region_Southeast Asia,climate_Alpine,climate_Cold,climate_Continental,climate_Dry,climate_Highland,climate_Mediterranean,climate_Subtropical,climate_Temperate,climate_Tropical,climate_nan
1251,sun moon lake,3000,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,8.699681400989514,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1252,jiufen,2800,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,7.937731775260109,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1253,ulaanbaatar,2000,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,8.294299608857235,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1254,gobi desert,2500,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,9.210440366976517,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1255,tashkent,2000,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,8.294299608857235,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1256,bishkek,1800,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,8.188966863648876,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1257,karakol,1800,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,8.594339400592892,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1258,astana,2500,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,8.517393171418904,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1259,charyn canyon,2000,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,7.601402334583733,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1260,dushanbe,2000,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,8.294299608857235,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1261,fann mountains,2200,5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,9.305741456739435,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1262,tbilisi,2500,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,8.922791623969637,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1263,kazbegi,2500,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,8.517393171418904,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1264,batumi,2800,3,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,9.036106025364846,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1265,yerevan,2200,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,8.79497643168877,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1266,lake sevan,2000,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,8.294299608857235,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1267,baku,3000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,9.105090961257085,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1268,antalya,3500,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,9.546884034617925,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1269,bodrum,4000,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,9.392745258631441,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1270,pamukkale,3000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,8.006700845440367,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1271,ephesus (selcuk),3000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,8.006700845440367,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1272,fethiye,3000,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,9.105090961257085,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1273,oludeniz,3500,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,9.259225769705994,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1274,kas,3500,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,9.259225769705994,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1275,ankara,3000,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,8.699681400989514,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1276,tel aviv,4500,3,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,9.510519035757246,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1277,eilat,4000,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,9.392745258631441,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1278,haifa,4000,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,8.987321812850125,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1279,wadi rum,3500,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,8.853808274977197,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1280,amman,3000,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,8.699681400989514,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1281,aqaba,3500,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,8.853808274977197,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1282,muscat,3500,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,8.853808274977197,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1283,wahiba sands,3500,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,8.160803920954665,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1284,nizwa,3000,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,8.006700845440367,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1285,salalah,3500,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,9.259225769705994,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1286,doha,4000,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,8.987321812850125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1287,riyadh,4000,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,9.392745258631441,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1288,alula,5000,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,9.61587214452889,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1289,jeddah,4000,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,8.987321812850125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1290,beirut,3000,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,9.105090961257085,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1291,byblos,3000,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,8.006700845440367,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1292,manama,3500,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,8.853808274977197,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1293,kuwait city,4000,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,8.987321812850125,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1294,shiraz,2000,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,8.699681400989514,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1295,isfahan,2000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,8.699681400989514,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1296,tehran,2000,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,8.699681400989514,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1297,yazd,2000,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,8.294299608857235,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1298,kobe,4000,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,8.294299608857235,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1299,himeji,3500,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,8.160803920954665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1300,nagoya,3500,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,8.853808274977197,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1301,shirakawa-go,3500,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,8.160803920954665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1302,beppu,3500,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,8.853808274977197,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1303,incheon,3000,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,8.006700845440367,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1304,suwon,3000,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,8.006700845440367,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1305,pyeongchang,3500,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,8.853808274977197,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1306,suzhou,2800,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,8.630700432209832,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1307,nanjing,2800,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,8.630700432209832,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1308,harbin,3000,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,9.105090961257085,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1309,kunming,2500,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,8.517393171418904,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1310,dali,2500,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,8.922791623969637,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1311,shangri-la,3000,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,9.105090961257085,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1312,sanya,3500,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,9.546884034617925,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1313,macau,3500,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,8.853808274977197,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1314,kaohsiung,2500,2,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,8.517393171418904,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1315,tainan,2500,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,8.517393171418904,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1316,kenting,3000,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,9.105090961257085,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1317,alishan,3000,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,8.699681400989514,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1318,sharjah,3000,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,8.699681400989514,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1319,ras al khaimah,3500,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,8.853808274977197,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1320,fujairah,3000,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,8.699681400989514,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1321,jerash,3000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,8.006700845440367,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1322,madaba,2800,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,7.937731775260109,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1323,mardin,2500,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,8.517393171418904,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1324,konya,2500,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,7.824445930877619,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1325,trabzon,2500,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,8.922791623969637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1326,bursa,2800,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,8.630700432209832,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1327,nazareth,3500,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,8.160803920954665,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1328,masada,3500,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,8.160803920954665,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1329,sheki,2200,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,8.38958706681109,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1330,gabala,2500,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,8.517393171418904,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1331,dilijan,2000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,8.294299608857235,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1332,kutaisi,2000,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,8.294299608857235,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1333,svaneti (mestia),2200,4,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,9.082620630373812,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1334,kakheti,2500,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,8.517393171418904,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1335,kathmandu,1800,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,8.594339400592892,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1336,pokhara,2000,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,8.699681400989514,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1337,chitwan national park,2500,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,8.517393171418904,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
